product_id,title,description,category,price,avg_rating,num_reviews
P1187,Glass Meal Prep Containers 10-Pack Ultra,Eco-conscious Glass Meal Prep Containers 10-Pack Ultra made from sustainable materials. BPA-free and durable for long-term use in any kitchen.,Home & Kitchen,113.59,4.4,549
P1188,Kettlebell 16kg Competition Grade Ultra,Professional-grade Kettlebell 16kg Competition Grade Ultra designed for home and gym use. Durable construction withstands heavy training sessions.,Sports & Fitness,28.64,4.8,2374
P1189,Slim Fit Chino Trousers Plus,Premium Slim Fit Chino Trousers Plus made from responsibly sourced materials. Designed for comfort and durability across a wide range of activities.,Clothing & Apparel,86.39,4.5,4077
P1190,Omega-3 Fish Oil 1000mg 120 Softgels Compact,Advanced Omega-3 Fish Oil 1000mg 120 Softgels Compact combining proven ingredients with innovative delivery for maximum efficacy. Easy to incorporate into daily routines.,Health & Personal Care,285.86,3.2,3424
P1191,Stapler Heavy Duty 70-Sheet Elite,Compact Stapler Heavy Duty 70-Sheet Elite that keeps your workspace organised and efficient. Compatible with standard office setups.,Office Supplies,107.27,4.0,187
P1192,Watercolour Paint Set 36 Colours Compact,Engaging Watercolour Paint Set 36 Colours Compact that encourages creative thinking and problem-solving. Suitable for the stated age range with parental supervision.,Toys & Games,11.49,4.6,4268
P1193,Wireless Charging Pad 15W Max,Compact and lightweight Wireless Charging Pad 15W Max suitable for remote work and travel. Plug-and-play setup with no drivers required.,Electronics,106.11,4.4,2685
P1194,Database Internals Advanced,Practical reference for Database Internals Advanced. Balances theoretical foundations with hands-on implementation guidance.,Books,210.56,4.7,3659
P1195,Stainless Steel Water Bottle 750ml Premium,Eco-conscious Stainless Steel Water Bottle 750ml Premium made from sustainable materials. BPA-free and durable for long-term use in any kitchen.,Home & Kitchen,43.92,4.6,1418
P1196,Resistance Loop Bands Set 12 Compact,"High-performance Resistance Loop Bands Set 12 Compact engineered to improve strength, flexibility, and endurance. Suitable for all fitness levels.",Sports & Fitness,114.7,3.7,399
P1197,Fleece Zip-Up Hoodie Lite,Versatile Fleece Zip-Up Hoodie Lite suitable for everyday wear and outdoor adventures. Machine washable and fade-resistant.,Clothing & Apparel,139.49,3.5,1329
P1198,Foot Massager Shiatsu Electric Premium,Clinically formulated Foot Massager Shiatsu Electric Premium for daily wellness support. Manufactured in GMP-certified facilities with third-party tested ingredients.,Health & Personal Care,292.09,4.7,1269
P1199,Document Scanner Portable Wand Compact,"Professional Document Scanner Portable Wand Compact built for high-volume office environments. Reliable performance and clean, modern design.",Office Supplies,17.13,3.8,1048
P1200,Wooden Sudoku Board Game Premium,Educational Wooden Sudoku Board Game Premium designed to develop STEM skills through hands-on play. Includes full instructions and all components.,Toys & Games,59.42,4.2,296
P1201,Wireless Charging Pad 15W Lite,"High-performance Wireless Charging Pad 15W Lite designed for professional and home use. Features premium build quality, extended battery life, and compatibility with all major platforms.",Electronics,115.0,4.2,1343
P1202,Site Reliability Engineering Premium,"Comprehensive textbook covering Site Reliability Engineering Premium. Suitable for students and practitioners. Includes worked examples, exercises, and code samples.",Books,276.52,3.9,4103
P1203,Cast Iron Skillet 12-inch Ultra,Thoughtfully designed Cast Iron Skillet 12-inch Ultra combining functionality and style. Perfect for the modern kitchen. Easy to clean and store.,Home & Kitchen,51.03,4.9,4486
P1204,Push-Up Handles Rotating Lite,Compact and versatile Push-Up Handles Rotating Lite for effective full-body workouts. Easy to set up and store when not in use.,Sports & Fitness,213.1,4.1,2386
P1205,Fleece Neck Gaiter Multifunctional Elite,Performance Fleece Neck Gaiter Multifunctional Elite engineered with moisture-wicking and quick-dry technology. Flatlock seams for chafe-free comfort.,Clothing & Apparel,219.91,4.9,2786
P1206,Magnesium Glycinate 400mg Ultra,Clinically formulated Magnesium Glycinate 400mg Ultra for daily wellness support. Manufactured in GMP-certified facilities with third-party tested ingredients.,Health & Personal Care,46.12,4.2,2535
P1207,Mechanical Pencil Set 0.5mm Max,Durable Mechanical Pencil Set 0.5mm Max designed for everyday office use. Arrives ready to use straight from the box.,Office Supplies,253.05,4.0,769
P1208,Kinetic Sand Activity Set 1kg Pro,Award-winning Kinetic Sand Activity Set 1kg Pro combining fun gameplay with developmental benefits. Durable materials safe for children.,Toys & Games,194.18,4.3,1831
P1209,Portable Laptop Stand Adjustable Compact,"High-performance Portable Laptop Stand Adjustable Compact designed for professional and home use. Features premium build quality, extended battery life, and compatibility with all major platforms.",Electronics,29.65,4.7,727
P1210,Building Microservices Max,"Comprehensive textbook covering Building Microservices Max. Suitable for students and practitioners. Includes worked examples, exercises, and code samples.",Books,149.68,4.3,4202
P1211,Ceramic Pour-Over Coffee Dripper Lite,Thoughtfully designed Ceramic Pour-Over Coffee Dripper Lite combining functionality and style. Perfect for the modern kitchen. Easy to clean and store.,Home & Kitchen,48.63,4.7,3040
P1212,Massage Gun Percussive Therapy Lite,Professional-grade Massage Gun Percussive Therapy Lite designed for home and gym use. Durable construction withstands heavy training sessions.,Sports & Fitness,88.96,3.8,3662
P1213,Stretch Woven Shirt Quick Dry Plus,Premium Stretch Woven Shirt Quick Dry Plus made from responsibly sourced materials. Designed for comfort and durability across a wide range of activities.,Clothing & Apparel,219.71,4.0,3416
P1214,Bamboo Charcoal Face Mask 10-Pack Premium,Clinically formulated Bamboo Charcoal Face Mask 10-Pack Premium for daily wellness support. Manufactured in GMP-certified facilities with third-party tested ingredients.,Health & Personal Care,242.66,4.9,3484
P1215,Ergonomic Seat Cushion Memory Foam Elite,Durable Ergonomic Seat Cushion Memory Foam Elite designed for everyday office use. Arrives ready to use straight from the box.,Office Supplies,181.38,3.5,2496
P1216,Modelling Clay Air-Dry 500g Mini,Educational Modelling Clay Air-Dry 500g Mini designed to develop STEM skills through hands-on play. Includes full instructions and all components.,Toys & Games,24.49,4.9,3090
P1217,True Wireless Earbuds Pro Pro,Next-generation True Wireless Earbuds Pro Pro with advanced connectivity options. Engineered for reliability and optimised for both productivity and entertainment.,Electronics,193.44,3.7,1444
P1218,Site Reliability Engineering Ultra,Practical reference for Site Reliability Engineering Ultra. Balances theoretical foundations with hands-on implementation guidance.,Books,172.53,4.8,1644
P1219,Silicone Baking Mat Set of 2 Max,Thoughtfully designed Silicone Baking Mat Set of 2 Max combining functionality and style. Perfect for the modern kitchen. Easy to clean and store.,Home & Kitchen,168.38,3.3,2485
P1220,Heart Rate Monitor Chest Strap Premium,"High-performance Heart Rate Monitor Chest Strap Premium engineered to improve strength, flexibility, and endurance. Suitable for all fitness levels.",Sports & Fitness,169.98,4.0,231
P1221,Merino Wool Base Layer Top Elite,Versatile Merino Wool Base Layer Top Elite suitable for everyday wear and outdoor adventures. Machine washable and fade-resistant.,Clothing & Apparel,93.54,4.4,3883
P1222,Magnesium Glycinate 400mg Premium,Premium Magnesium Glycinate 400mg Premium developed with dermatologist input. Suitable for all skin types. Fragrance-free and hypoallergenic.,Health & Personal Care,57.9,4.8,2016
P1223,Mechanical Pencil Set 0.5mm Plus,Compact Mechanical Pencil Set 0.5mm Plus that keeps your workspace organised and efficient. Compatible with standard office setups.,Office Supplies,150.44,4.9,2975
P1224,Trivia Game 2000 Questions Ultra,Award-winning Trivia Game 2000 Questions Ultra combining fun gameplay with developmental benefits. Durable materials safe for children.,Toys & Games,133.63,3.7,3911
P1225,USB-C Charging Hub 7-Port Lite,Compact and lightweight USB-C Charging Hub 7-Port Lite suitable for remote work and travel. Plug-and-play setup with no drivers required.,Electronics,221.21,3.2,2138
P1226,Design Patterns: Elements of Reusable Software Advanced,"Comprehensive textbook covering Design Patterns: Elements of Reusable Software Advanced. Suitable for students and practitioners. Includes worked examples, exercises, and code samples.",Books,48.1,4.0,1121
P1227,Digital Kitchen Scale 5kg Elite,Premium quality Digital Kitchen Scale 5kg Elite crafted from food-safe materials. Dishwasher safe and built to last. Ideal for everyday use and entertaining.,Home & Kitchen,85.43,4.0,2928
P1228,Resistance Bands Set 5 Levels Premium,"High-performance Resistance Bands Set 5 Levels Premium engineered to improve strength, flexibility, and endurance. Suitable for all fitness levels.",Sports & Fitness,161.23,4.9,4221
P1229,Thermal Compression Tights Elite,Premium Thermal Compression Tights Elite made from responsibly sourced materials. Designed for comfort and durability across a wide range of activities.,Clothing & Apparel,181.62,3.5,2654
P1230,SPF 50 Mineral Sunscreen 100ml Premium,Premium SPF 50 Mineral Sunscreen 100ml Premium developed with dermatologist input. Suitable for all skin types. Fragrance-free and hypoallergenic.,Health & Personal Care,207.2,4.4,797
P1231,Stapler Heavy Duty 70-Sheet Advanced,Compact Stapler Heavy Duty 70-Sheet Advanced that keeps your workspace organised and efficient. Compatible with standard office setups.,Office Supplies,247.87,3.2,4256
P1232,Watercolour Paint Set 36 Colours Lite,Educational Watercolour Paint Set 36 Colours Lite designed to develop STEM skills through hands-on play. Includes full instructions and all components.,Toys & Games,126.53,4.9,1347
P1233,USB-C Charging Hub 7-Port Compact,"High-performance USB-C Charging Hub 7-Port Compact designed for professional and home use. Features premium build quality, extended battery life, and compatibility with all major platforms.",Electronics,153.49,4.7,4588
P1234,Distributed Systems: Principles and Paradigms Mini,Practical reference for Distributed Systems: Principles and Paradigms Mini. Balances theoretical foundations with hands-on implementation guidance.,Books,215.19,4.5,945
P1235,Reusable Beeswax Wraps Set Ultra,Premium quality Reusable Beeswax Wraps Set Ultra crafted from food-safe materials. Dishwasher safe and built to last. Ideal for everyday use and entertaining.,Home & Kitchen,39.38,3.4,154
P1236,Skipping Rope Weighted 500g Lite,"High-performance Skipping Rope Weighted 500g Lite engineered to improve strength, flexibility, and endurance. Suitable for all fitness levels.",Sports & Fitness,208.85,3.5,3632
P1237,Waterproof Hiking Boots Mid Mini,Versatile Waterproof Hiking Boots Mid Mini suitable for everyday wear and outdoor adventures. Machine washable and fade-resistant.,Clothing & Apparel,55.79,3.7,983
P1238,White Noise Machine Portable Elite,Advanced White Noise Machine Portable Elite combining proven ingredients with innovative delivery for maximum efficacy. Easy to incorporate into daily routines.,Health & Personal Care,46.99,3.6,1038
P1239,Label Maker Handheld Bluetooth Elite,"Professional Label Maker Handheld Bluetooth Elite built for high-volume office environments. Reliable performance and clean, modern design.",Office Supplies,130.31,4.6,927
P1240,STEM Robot Kit Ages 8+ Pro,Educational STEM Robot Kit Ages 8+ Pro designed to develop STEM skills through hands-on play. Includes full instructions and all components.,Toys & Games,228.4,3.3,895
P1241,Bluetooth Portable Speaker Mini,Compact and lightweight Bluetooth Portable Speaker Mini suitable for remote work and travel. Plug-and-play setup with no drivers required.,Electronics,22.47,3.4,2084
P1242,Deep Learning Fundamentals Plus,In-depth guide to Deep Learning Fundamentals Plus. Written by leading experts in the field with real-world case studies and best practices throughout.,Books,201.93,4.6,1026
P1243,Magnetic Knife Strip Wall Mount Compact,Eco-conscious Magnetic Knife Strip Wall Mount Compact made from sustainable materials. BPA-free and durable for long-term use in any kitchen.,Home & Kitchen,270.84,3.5,2891
P1244,Adjustable Dumbbell Set 2–24kg Plus,Professional-grade Adjustable Dumbbell Set 2–24kg Plus designed for home and gym use. Durable construction withstands heavy training sessions.,Sports & Fitness,254.52,4.9,4761
P1245,Quarter-Zip Pullover Sweater Lite,Premium Quarter-Zip Pullover Sweater Lite made from responsibly sourced materials. Designed for comfort and durability across a wide range of activities.,Clothing & Apparel,257.26,4.6,1993
P1246,Resistance Band Hip Circle Booty Advanced,Clinically formulated Resistance Band Hip Circle Booty Advanced for daily wellness support. Manufactured in GMP-certified facilities with third-party tested ingredients.,Health & Personal Care,34.23,4.2,126
P1247,Pen Holder Magnetic Acrylic Compact,Durable Pen Holder Magnetic Acrylic Compact designed for everyday office use. Arrives ready to use straight from the box.,Office Supplies,61.5,3.7,4412
P1248,Strategy Board Game 2–4 Players Plus,Engaging Strategy Board Game 2–4 Players Plus that encourages creative thinking and problem-solving. Suitable for the stated age range with parental supervision.,Toys & Games,276.53,4.7,3900
P1249,Noise-Cancelling Microphone USB Advanced,"High-performance Noise-Cancelling Microphone USB Advanced designed for professional and home use. Features premium build quality, extended battery life, and compatibility with all major platforms.",Electronics,134.69,4.9,1493
P1250,Operating System Concepts Max,In-depth guide to Operating System Concepts Max. Written by leading experts in the field with real-world case studies and best practices throughout.,Books,68.2,3.6,936
P1251,Electric Kettle Variable Temperature Plus,Thoughtfully designed Electric Kettle Variable Temperature Plus combining functionality and style. Perfect for the modern kitchen. Easy to clean and store.,Home & Kitchen,37.53,3.4,2971
P1252,Weightlifting Gloves Wrist Support Mini,Compact and versatile Weightlifting Gloves Wrist Support Mini for effective full-body workouts. Easy to set up and store when not in use.,Sports & Fitness,16.97,3.8,959
P1253,UV Protection Sun Hat Wide Brim Premium,Versatile UV Protection Sun Hat Wide Brim Premium suitable for everyday wear and outdoor adventures. Machine washable and fade-resistant.,Clothing & Apparel,182.1,3.8,3648
P1254,White Noise Machine Portable Mini,Premium White Noise Machine Portable Mini developed with dermatologist input. Suitable for all skin types. Fragrance-free and hypoallergenic.,Health & Personal Care,90.71,4.7,1558
P1255,Self-Healing Cutting Mat A3 Ultra,Durable Self-Healing Cutting Mat A3 Ultra designed for everyday office use. Arrives ready to use straight from the box.,Office Supplies,113.39,3.2,4039
P1256,Card Game Family Party 250 Cards Max,Educational Card Game Family Party 250 Cards Max designed to develop STEM skills through hands-on play. Includes full instructions and all components.,Toys & Games,159.18,4.4,988
P1257,Smart LED Desk Lamp Max,Next-generation Smart LED Desk Lamp Max with advanced connectivity options. Engineered for reliability and optimised for both productivity and entertainment.,Electronics,210.03,5.0,1394
P1258,Data Structures and Algorithms in Java Lite,"Comprehensive textbook covering Data Structures and Algorithms in Java Lite. Suitable for students and practitioners. Includes worked examples, exercises, and code samples.",Books,104.89,4.3,3323
P1259,Bamboo Cutting Board Large Compact,Thoughtfully designed Bamboo Cutting Board Large Compact combining functionality and style. Perfect for the modern kitchen. Easy to clean and store.,Home & Kitchen,218.92,3.7,4779
P1260,Heart Rate Monitor Chest Strap Premium,Compact and versatile Heart Rate Monitor Chest Strap Premium for effective full-body workouts. Easy to set up and store when not in use.,Sports & Fitness,283.24,3.8,3325
P1261,Insulated Gloves Touch Screen Mini,Versatile Insulated Gloves Touch Screen Mini suitable for everyday wear and outdoor adventures. Machine washable and fade-resistant.,Clothing & Apparel,48.47,4.0,1012
P1262,Jade Roller Face Massage Ultra,Premium Jade Roller Face Massage Ultra developed with dermatologist input. Suitable for all skin types. Fragrance-free and hypoallergenic.,Health & Personal Care,73.08,4.9,255
P1263,Whiteboard Markers 12-Pack Dry Erase Pro,"Professional Whiteboard Markers 12-Pack Dry Erase Pro built for high-volume office environments. Reliable performance and clean, modern design.",Office Supplies,151.94,3.2,1479
P1264,Tabletop Miniature Painting Kit Advanced,Award-winning Tabletop Miniature Painting Kit Advanced combining fun gameplay with developmental benefits. Durable materials safe for children.,Toys & Games,101.44,3.7,801
P1265,True Wireless Earbuds Pro Mini,Next-generation True Wireless Earbuds Pro Mini with advanced connectivity options. Engineered for reliability and optimised for both productivity and entertainment.,Electronics,238.85,3.6,4090
P1266,Database Internals Mini,In-depth guide to Database Internals Mini. Written by leading experts in the field with real-world case studies and best practices throughout.,Books,165.01,4.7,4440
P1267,Ceramic Mixing Bowl Set 3-Piece Pro,Premium quality Ceramic Mixing Bowl Set 3-Piece Pro crafted from food-safe materials. Dishwasher safe and built to last. Ideal for everyday use and entertaining.,Home & Kitchen,297.25,4.8,987
P1268,Massage Gun Percussive Therapy Ultra,"High-performance Massage Gun Percussive Therapy Ultra engineered to improve strength, flexibility, and endurance. Suitable for all fitness levels.",Sports & Fitness,256.59,4.0,306
P1269,Waterproof Packable Rain Jacket Elite,Performance Waterproof Packable Rain Jacket Elite engineered with moisture-wicking and quick-dry technology. Flatlock seams for chafe-free comfort.,Clothing & Apparel,199.52,4.6,1356
P1270,Essential Oil Diffuser 300ml Max,Clinically formulated Essential Oil Diffuser 300ml Max for daily wellness support. Manufactured in GMP-certified facilities with third-party tested ingredients.,Health & Personal Care,97.17,3.9,908
P1271,Correction Tape Twist-Up 5-Pack Ultra,Durable Correction Tape Twist-Up 5-Pack Ultra designed for everyday office use. Arrives ready to use straight from the box.,Office Supplies,168.36,4.2,3860
P1272,Modelling Clay Air-Dry 500g Mini,Engaging Modelling Clay Air-Dry 500g Mini that encourages creative thinking and problem-solving. Suitable for the stated age range with parental supervision.,Toys & Games,154.46,3.9,4064
P1273,Laptop Privacy Screen Filter Max,Compact and lightweight Laptop Privacy Screen Filter Max suitable for remote work and travel. Plug-and-play setup with no drivers required.,Electronics,204.55,4.6,2342
P1274,Computer Networks: A Top-Down Approach Pro,"Comprehensive textbook covering Computer Networks: A Top-Down Approach Pro. Suitable for students and practitioners. Includes worked examples, exercises, and code samples.",Books,179.18,3.4,3013
P1275,Digital Kitchen Scale 5kg Advanced,Premium quality Digital Kitchen Scale 5kg Advanced crafted from food-safe materials. Dishwasher safe and built to last. Ideal for everyday use and entertaining.,Home & Kitchen,230.72,4.3,3129
P1276,Foam Roller Deep Tissue Massage Max,"High-performance Foam Roller Deep Tissue Massage Max engineered to improve strength, flexibility, and endurance. Suitable for all fitness levels.",Sports & Fitness,297.61,3.9,474
P1277,Canvas Belt Adjustable Unisex Compact,Premium Canvas Belt Adjustable Unisex Compact made from responsibly sourced materials. Designed for comfort and durability across a wide range of activities.,Clothing & Apparel,196.17,4.3,548
P1278,Derma Roller 0.25mm Titanium Plus,Premium Derma Roller 0.25mm Titanium Plus developed with dermatologist input. Suitable for all skin types. Fragrance-free and hypoallergenic.,Health & Personal Care,55.07,4.2,318
P1279,Desk Calendar Refillable 2025 Max,Durable Desk Calendar Refillable 2025 Max designed for everyday office use. Arrives ready to use straight from the box.,Office Supplies,156.84,4.0,179
P1280,Modelling Clay Air-Dry 500g Advanced,Engaging Modelling Clay Air-Dry 500g Advanced that encourages creative thinking and problem-solving. Suitable for the stated age range with parental supervision.,Toys & Games,295.79,3.9,3209
P1281,Wireless Charging Pad 15W Advanced,"High-performance Wireless Charging Pad 15W Advanced designed for professional and home use. Features premium build quality, extended battery life, and compatibility with all major platforms.",Electronics,243.45,3.4,1698
P1282,Computer Networks: A Top-Down Approach Ultra,Practical reference for Computer Networks: A Top-Down Approach Ultra. Balances theoretical foundations with hands-on implementation guidance.,Books,244.37,4.4,1377
P1283,Magnetic Knife Strip Wall Mount Premium,Thoughtfully designed Magnetic Knife Strip Wall Mount Premium combining functionality and style. Perfect for the modern kitchen. Easy to clean and store.,Home & Kitchen,290.97,3.6,629
P1284,Suspension Trainer Full Body Compact,"High-performance Suspension Trainer Full Body Compact engineered to improve strength, flexibility, and endurance. Suitable for all fitness levels.",Sports & Fitness,83.21,3.7,4710
P1285,UV Protection Sun Hat Wide Brim Compact,Performance UV Protection Sun Hat Wide Brim Compact engineered with moisture-wicking and quick-dry technology. Flatlock seams for chafe-free comfort.,Clothing & Apparel,224.14,3.4,4748
P1286,Magnesium Glycinate 400mg Advanced,Premium Magnesium Glycinate 400mg Advanced developed with dermatologist input. Suitable for all skin types. Fragrance-free and hypoallergenic.,Health & Personal Care,85.63,4.2,4362
P1287,File Folders Hanging 25-Pack Max,"Professional File Folders Hanging 25-Pack Max built for high-volume office environments. Reliable performance and clean, modern design.",Office Supplies,107.45,3.3,2484
P1288,Telescope Beginner 70mm Aperture Premium,Educational Telescope Beginner 70mm Aperture Premium designed to develop STEM skills through hands-on play. Includes full instructions and all components.,Toys & Games,200.71,3.8,3406
P1289,Smart Plug Wi-Fi Enabled Premium,Compact and lightweight Smart Plug Wi-Fi Enabled Premium suitable for remote work and travel. Plug-and-play setup with no drivers required.,Electronics,157.02,4.4,4497
P1290,Design Patterns: Elements of Reusable Software Pro,Practical reference for Design Patterns: Elements of Reusable Software Pro. Balances theoretical foundations with hands-on implementation guidance.,Books,212.47,4.8,4737
P1291,Collapsible Silicone Colander Compact,Eco-conscious Collapsible Silicone Colander Compact made from sustainable materials. BPA-free and durable for long-term use in any kitchen.,Home & Kitchen,288.81,4.5,3840
P1292,Resistance Loop Bands Set 12 Mini,Compact and versatile Resistance Loop Bands Set 12 Mini for effective full-body workouts. Easy to set up and store when not in use.,Sports & Fitness,256.56,4.8,4649
P1293,Waterproof Packable Rain Jacket Mini,Premium Waterproof Packable Rain Jacket Mini made from responsibly sourced materials. Designed for comfort and durability across a wide range of activities.,Clothing & Apparel,112.45,3.5,1244
P1294,Derma Roller 0.25mm Titanium Max,Premium Derma Roller 0.25mm Titanium Max developed with dermatologist input. Suitable for all skin types. Fragrance-free and hypoallergenic.,Health & Personal Care,98.99,4.7,539
P1295,Label Maker Handheld Bluetooth Max,Compact Label Maker Handheld Bluetooth Max that keeps your workspace organised and efficient. Compatible with standard office setups.,Office Supplies,247.98,4.4,2112
P1296,Escape Room Game Family Edition Compact,Educational Escape Room Game Family Edition Compact designed to develop STEM skills through hands-on play. Includes full instructions and all components.,Toys & Games,75.34,3.5,238
P1297,4K Webcam with Ring Light Premium,Next-generation 4K Webcam with Ring Light Premium with advanced connectivity options. Engineered for reliability and optimised for both productivity and entertainment.,Electronics,148.18,5.0,3469
P1298,Deep Learning Fundamentals Compact,"Comprehensive textbook covering Deep Learning Fundamentals Compact. Suitable for students and practitioners. Includes worked examples, exercises, and code samples.",Books,85.44,3.3,2287
P1299,Ceramic Mixing Bowl Set 3-Piece Elite,Eco-conscious Ceramic Mixing Bowl Set 3-Piece Elite made from sustainable materials. BPA-free and durable for long-term use in any kitchen.,Home & Kitchen,256.48,4.9,3992
P1300,Adjustable Dumbbell Set 2–24kg Pro,Professional-grade Adjustable Dumbbell Set 2–24kg Pro designed for home and gym use. Durable construction withstands heavy training sessions.,Sports & Fitness,97.59,3.7,532
P1301,Merino Hiking Socks 3-Pack Lite,Performance Merino Hiking Socks 3-Pack Lite engineered with moisture-wicking and quick-dry technology. Flatlock seams for chafe-free comfort.,Clothing & Apparel,198.93,3.4,1163
P1302,White Noise Machine Portable Plus,Advanced White Noise Machine Portable Plus combining proven ingredients with innovative delivery for maximum efficacy. Easy to incorporate into daily routines.,Health & Personal Care,221.66,4.9,4287
P1303,Correction Tape Twist-Up 5-Pack Mini,Compact Correction Tape Twist-Up 5-Pack Mini that keeps your workspace organised and efficient. Compatible with standard office setups.,Office Supplies,151.44,3.4,1013
P1304,Kinetic Sand Activity Set 1kg Lite,Award-winning Kinetic Sand Activity Set 1kg Lite combining fun gameplay with developmental benefits. Durable materials safe for children.,Toys & Games,222.47,4.7,1944
P1305,Portable Power Bank 20000mAh Compact,"High-performance Portable Power Bank 20000mAh Compact designed for professional and home use. Features premium build quality, extended battery life, and compatibility with all major platforms.",Electronics,36.5,3.6,2261
P1306,Algorithms Illuminated Part 1 Max,In-depth guide to Algorithms Illuminated Part 1 Max. Written by leading experts in the field with real-world case studies and best practices throughout.,Books,259.55,3.3,4382
P1307,Digital Kitchen Scale 5kg Plus,Thoughtfully designed Digital Kitchen Scale 5kg Plus combining functionality and style. Perfect for the modern kitchen. Easy to clean and store.,Home & Kitchen,165.98,4.1,2030
P1308,Resistance Loop Bands Set 12 Elite,"High-performance Resistance Loop Bands Set 12 Elite engineered to improve strength, flexibility, and endurance. Suitable for all fitness levels.",Sports & Fitness,145.18,3.9,2536
P1309,Merino Wool Base Layer Top Advanced,Premium Merino Wool Base Layer Top Advanced made from responsibly sourced materials. Designed for comfort and durability across a wide range of activities.,Clothing & Apparel,253.22,4.4,459
P1310,White Noise Machine Portable Premium,Advanced White Noise Machine Portable Premium combining proven ingredients with innovative delivery for maximum efficacy. Easy to incorporate into daily routines.,Health & Personal Care,118.47,4.4,2984
P1311,Whiteboard Markers 12-Pack Dry Erase Mini,"Professional Whiteboard Markers 12-Pack Dry Erase Mini built for high-volume office environments. Reliable performance and clean, modern design.",Office Supplies,258.0,3.9,3231
P1312,Chess Set Weighted Staunton Premium,Engaging Chess Set Weighted Staunton Premium that encourages creative thinking and problem-solving. Suitable for the stated age range with parental supervision.,Toys & Games,281.21,4.6,2448
P1313,Ergonomic Wireless Mouse Elite,Next-generation Ergonomic Wireless Mouse Elite with advanced connectivity options. Engineered for reliability and optimised for both productivity and entertainment.,Electronics,191.24,4.8,3340
P1314,Deep Learning Fundamentals Premium,"Comprehensive textbook covering Deep Learning Fundamentals Premium. Suitable for students and practitioners. Includes worked examples, exercises, and code samples.",Books,247.83,4.9,3871
P1315,Reusable Beeswax Wraps Set Lite,Eco-conscious Reusable Beeswax Wraps Set Lite made from sustainable materials. BPA-free and durable for long-term use in any kitchen.,Home & Kitchen,129.59,4.9,834
P1316,Jump Rope Speed Bearing Premium,Compact and versatile Jump Rope Speed Bearing Premium for effective full-body workouts. Easy to set up and store when not in use.,Sports & Fitness,24.57,4.0,4498
P1317,Recycled Polyester Joggers Ultra,Performance Recycled Polyester Joggers Ultra engineered with moisture-wicking and quick-dry technology. Flatlock seams for chafe-free comfort.,Clothing & Apparel,13.06,3.3,1517
P1318,Bamboo Charcoal Face Mask 10-Pack Elite,Clinically formulated Bamboo Charcoal Face Mask 10-Pack Elite for daily wellness support. Manufactured in GMP-certified facilities with third-party tested ingredients.,Health & Personal Care,123.19,4.3,2582
P1319,Correction Tape Twist-Up 5-Pack Plus,"Professional Correction Tape Twist-Up 5-Pack Plus built for high-volume office environments. Reliable performance and clean, modern design.",Office Supplies,51.55,4.1,1077
P1320,Escape Room Game Family Edition Max,Educational Escape Room Game Family Edition Max designed to develop STEM skills through hands-on play. Includes full instructions and all components.,Toys & Games,138.18,4.8,1105
P1321,Portable Laptop Stand Adjustable Elite,Compact and lightweight Portable Laptop Stand Adjustable Elite suitable for remote work and travel. Plug-and-play setup with no drivers required.,Electronics,179.93,3.8,2320
P1322,Statistical Learning Methods Plus,In-depth guide to Statistical Learning Methods Plus. Written by leading experts in the field with real-world case studies and best practices throughout.,Books,113.43,3.9,3103
P1323,Non-Stick Frying Pan 28cm Compact,Premium quality Non-Stick Frying Pan 28cm Compact crafted from food-safe materials. Dishwasher safe and built to last. Ideal for everyday use and entertaining.,Home & Kitchen,284.68,4.9,1885
P1324,Yoga Mat Non-Slip 6mm Ultra,Professional-grade Yoga Mat Non-Slip 6mm Ultra designed for home and gym use. Durable construction withstands heavy training sessions.,Sports & Fitness,82.22,4.7,419
P1325,UV Protection Sun Hat Wide Brim Advanced,Versatile UV Protection Sun Hat Wide Brim Advanced suitable for everyday wear and outdoor adventures. Machine washable and fade-resistant.,Clothing & Apparel,182.11,3.5,3026
P1326,Probiotic 50 Billion CFU Advanced,Clinically formulated Probiotic 50 Billion CFU Advanced for daily wellness support. Manufactured in GMP-certified facilities with third-party tested ingredients.,Health & Personal Care,9.15,4.1,3728
P1327,File Folders Hanging 25-Pack Plus,"Professional File Folders Hanging 25-Pack Plus built for high-volume office environments. Reliable performance and clean, modern design.",Office Supplies,215.49,3.5,2192
P1328,Watercolour Paint Set 36 Colours Ultra,Educational Watercolour Paint Set 36 Colours Ultra designed to develop STEM skills through hands-on play. Includes full instructions and all components.,Toys & Games,43.4,4.7,1777
P1329,USB-C to HDMI Adapter 4K Compact,Next-generation USB-C to HDMI Adapter 4K Compact with advanced connectivity options. Engineered for reliability and optimised for both productivity and entertainment.,Electronics,58.2,4.6,247
P1330,Hands-On Reinforcement Learning Premium,"Comprehensive textbook covering Hands-On Reinforcement Learning Premium. Suitable for students and practitioners. Includes worked examples, exercises, and code samples.",Books,187.21,4.8,3040
P1331,Non-Stick Frying Pan 28cm Ultra,Premium quality Non-Stick Frying Pan 28cm Ultra crafted from food-safe materials. Dishwasher safe and built to last. Ideal for everyday use and entertaining.,Home & Kitchen,8.03,3.4,2660
P1332,Massage Gun Percussive Therapy Compact,Compact and versatile Massage Gun Percussive Therapy Compact for effective full-body workouts. Easy to set up and store when not in use.,Sports & Fitness,118.12,4.0,2111
